name,city,state,country,workerCount,womenPercentage,engagementProgram,x,y
"Chaozhou Veio Ceramics Co., Ltd.",Chaozhou,Guangdong,China,101-500,26-50%,NA,113.128,23.03
Glanbia Performance Nutrition - Meridian Lake Dr.,Aurora,Illinois,United States,501-1000,26-50%,NA,-88.315,41.757
PT. FDK Indonesia,Bekasi,West Java,Indonesia,501-1000,26-50%,NA,106.995,-6.235
Double A Alizay,Alizay,Normandie,France,101-500,0-25%,NA,1.175,49.32
Ying Kou Sheng Sheng Shoes Products Co Ltd,Yingkou,Liaoning,China,101-500,0-25%,NA,122.236,40.675
Yageo Corporation (Nantze Branch),Kaohsiung,Kaohsiung,Taiwan,501-1000,76-100%,NA,120.308,22.718
"Dongguan Richtek Electronics Co., Ltd",Dongguan,Guangdong,China,101-500,26-50%,NA,113.747,23.044
Taiga Apparel (Pvt) Ltd,Lahore,Punjab,Pakistan,1001+,0-25%,NA,74.314,31.566
Zhongshan Nanlang  Zefeng Knitting Company Limited,Zhongshan,Guangdong,China,101-500,51-75%,NA,113.366,22.521
"TA-I Technology (Dongguan) C0.,  Ltd",Dongguan,Guangdong,China,101-500,51-75%,NA,113.747,23.044
"Hangzhou Dafang Tools Co., Ltd",Hangzhou,Zhejiang,China,0-156,76-100%,NA,120.205,30.249
"Fortunta International Co., Ltd. ",Shenzhen,Guangdong,China,1001+,51-75%,NA,114.055,22.545
"Ningbo Texstar Industry Co., Ltd",Ningbo,Zhejiang,China,0-100,51-75%,NA,121.62,29.862
"Jiangsu Yishun Medical Equipment Co., Ltd",Qidong,Jiangsu,China,0-100,51-75%,NA,121.656,31.813
Tharco Container,San Lorenzo,California,United States,101-500,26-50%,NA,-122.124,37.681
"Shanghai Caswier Dress Co., Ltd",Shanghai,Shanghai,China,101-500,51-75%,NA,121.489,31.225
Trendywear Adhikarigama (Pvt) Ltd,Wellawa,North Western Province,Sri Lanka,501-1000,76-100%,NA,80.368,7.594
Industria De Calcados Kissol Ltda ,São Paulo,São Paulo,Brazil,101-500,26-50%,NA,-47.414,-20.517
China Coilcraft Meixian Co. Ltd.,Meizhou,Guangdong,China,1001+,76-100%,NA,116.118,24.305
Interloop Limited Hd03,Lahore,Punjab,Pakistan,1001+,26-50%,NA,74.314,31.566
"Wuxi Murata Electronics Co., Ltd",Wuxi,Jiangsu,China,1001+,0-25%,NA,120.295,31.578
Asm Industries (I) Pvt. Ltd.,Umbergaon,Gujarat,India,101-500,51-75%,NA,72.841,20.251
Goodwill Fabrics Pvt. Ltd.,Bangalore,Karnataka,India,101-500,76-100%,NA,77.591,12.979
"Minhou Minxing Weaving Co., Ltd",Fuzhou,Fujian,China,1001+,51-75%,NA,119.292,26.077
Mosi Tekstil San. Ve Tic. Ltd. Şti,Buca,Izmir Province,Turkey,101-500,51-75%,NA,27.156,38.356
Ningbo Huafeng Package Co Ltd,Ningbo,Zhejiang,China,101-500,26-50%,NA,121.62,29.862
Shandong Xingyu Gloves Co. Ltd,Gaomi,Shandong,China,501-1000,26-50%,NA,119.801,36.365
Art Remedy LLC,Hallandale Beach,Florida,United States,0-100,51-75%,NA,-80.14,25.986
Kimberly-Clark Corporation,Paris,Texas,United States,1001+,0-25%,NA,-95.556,33.662
Toshiba Corporation Yokkaichi Operations (Mie),Yokkaichi,Mie,Japan,1001+,26-50%,NA,136.604,35.013
Pearl,Noida,Uttar Pradesh,India,101-500,0-25%,NA,77.315,28.581
"Oji Nepia Co., Ltd. Nagoya Factory",Kasugai,"Oji-chou, Aichi",Japan,101-500,0-25%,NA,136.975,35.239
ABLIC Inc (Akita),Daisen-shi ,Akita,Japan,101-500,0-25%,NA,140.498,39.438
Yash Fans & Appliances Ltd,Baddi,Himachal Pradesh,India,101-500,0-25%,NA,76.766,30.981
"Ningbo Longfei Century O.E.Pty Co., Ltd.",Ningbo,Zhejiang,China,101-500,76-100%,NA,121.62,29.862
"Jiaxing Haike Luggage Bags Co., Ltd",Jiaxing,Zhejiang,China,101-500,26-50%,NA,121.416,28.658
Soccer International Pvt. Ltd.,Jalandhar,Punjab,India,101-500,0-25%,NA,75.577,31.332
Foresight Optical (Xiamen) Ltd.,Xiamen,Fujian,China,101-500,51-75%,NA,118.075,24.459
"Jiaxing J&X Cleaning Product Co., Ltd.",Jiaxing,Zhejiang,China,101-500,76-100%,NA,120.783,30.651
Korea KyongNam Taiyo Yuden,Sacheon,Gyeongsang-do,South Korea,101-500,0-25%,NA,128.062,35.065
Just Jute Products,Bangalore,Karnataka,India,0-100,51-75%,NA,77.591,12.979
CTDI Solutions Ltd,Noerten-Hardenberg,Northeim,Germany,501-1000,76-100%,NA,9.93,51.606
"Vi-Jon, Inc. ",St. Louis,Missouri,United States,0-100,26-50%,NA,-90.199,38.627
Savera Press Comps Pvt Ltd ,Aurangabad,Maharashtra,India,101-500,0-25%,NA,75.328,19.874
"Xi Hua Kai Hong Shoes Co., Ltd",ZhouKou,Henan,China,501-1000,51-75%,NA,114.912,33.808
MYS Environmental Protection &Technology Co. (Qiaotou),Qiaotou,Guangdong,China,1001+,26-50%,NA,113.77,24.248
"Wooyang Vina II Co., Ltd",Hồ Chí Minh,Hồ Chí Minh City,Vietnam,1001+,51-75%,Better Work,106.647,10.894
"Kinko Optical Co., Ltd (Taichung)",Taichung,NA,Taiwan,501-1000,51-75%,NA,120.648,24.163
Simmons Dry Petfood,Decatur,Arkansas ,United States,101-500,26-50%,NA,-94.461,36.336
"Unichela (Pvt) Ltd, Linea Clothing Division",Kandy,Central Province,Sri Lanka,1001+,76-100%,NA,80.696,7.281
Jining Chenyang Garment Co Ltd.,Zoucheng,Shandong,China,101-500,0-25%,NA,116.965,35.404
"Taicang Union Clean Co., Ltd.",Taicang,Jiangsu,China,0-100,51-75%,NA,121.126,31.459
TK Group International (Hong Kong) Limited,Shenzhen,Guangdong,China,1001+,51-75%,NA,114.055,22.545
Ningde Amperex Technology Ltd.,Ningde,Fujian,China,1001+,26-50%,NA,119.522,26.666
"Tsann Kuen (Zhang Zhou) Enterprise Co., Ltd",Zhangzhou,Fujian,China,1001+,51-75%,NA,117.409,24.406
Pro Sports Giao Yen Garment Joint Stock Company,Giao Yến,Nam Định,Vietnam,1001+,76-100%,Better Work,106.177,20.434
"Jiangsu Intco Medical Products Co., Ltd.",Zhenjiang,Jiangsu,China,501-1000,51-75%,NA,119.458,32.214
Trendywear Adhikarigama (Pvt) Ltd,Adhikarigama,Central Province,Sri Lanka,501-1000,76-100%,NA,80.778,7.219
"Zhejiang Kaida Stationery Co., Ltd",Hangzhou,Zhejiang,China,101-500,51-75%,NA,120.205,30.249
CTDI West Chester,West Chester,Pennsylvania,United States,0-100,0-25%,NA,-75.606,39.96
"Dongguan Newmen Electronics Technology Co., Ltd",Dongguan,Guangdong,China,101-500,76-100%,NA,113.747,23.044
Bhandari Hosiery Exports Limited ,Ludhiana,Punjab,India,101-500,0-25%,NA,75.852,30.909
"Vina Ckgf Trading Co., Ltd ",Phú Thọ,Phú Thọ,Vietnam,1001+,76-100%,Better Work,105.243,21.383
Merry Electronics (Suzhou),Suzhou,Jiangsu,China,101-500,26-50%,NA,120.734,31.403
Carvajal Educación S.A. De C.V.,San Martín Xochinahuac,Mexico City,Mexico,101-500,51-75%,NA,-99.195,19.504
Rayovac,Portage,Wisconsin,United States,101-500,26-50%,NA,-89.511,44.46
Ceela International,Jalandhar,Punjab,India,0-100,0-25%,NA,75.577,31.332
Industrias Printex S.A.S,Armenia,Quindio,Colombia,101-500,51-75%,NA,-75.74,4.492
Acco Brands Booneville Mississippi,Booneville,Mississippi,United States,101-500,51-75%,NA,-88.567,34.658
"Shenzhen Fenda Technology Co., Ltd.",Shenzhen,Guangdong,China,1001+,26-50%,NA,114.055,22.545
"Murata Electronics, Inc.  ",Setouchi-shi,Okayama,Japan,1001+,0-25%,NA,134.092999,34.665
"Kinwing Electric Industrial Co., Ltd.",Jiangmen,Guangdong,China,101-500,51-75%,NA,113.079,22.577
Concepts Hygiene P Ltd.,Ahmedabad,Gujarat,India,0-100,0-25%,NA,72.58,23.022
PT. Metro Garmin,Bandung,West Java,Indonesia,1001+,76-100%,NA,107.621,-6.982
"Ningbo Tonglikai Garment Co., Ltd",Dancheng Xiangshan,Zhejiang,China,0-100,51-75%,NA,121.866,29.475
New Ocean Precision Component (Jiangxi) Co. Ltd.,Fengcheng,Jiangxi,China,1001+,76-100%,NA,115.785,28.196
NG Electro Products (P) Limited ,Solan,Himachal Pradesh,India,0-100,0-25%,NA,77.082,30.926
Spin Valis D.D.,Požega,Požeško-slavonska,Croatia,101-500,0-25%,NA,17.675,45.332
Aurora Office Equipment Co Ltd Shanghai,Shanghai,Shanghai,China,101-500,76-100%,NA,121.266,31.373
"Meiko Electronics (Wuhan) Co.,Ltd",Wuhan,Hubei,China,1001+,26-50%,NA,114.159,30.489
Hoffmaster Group Inc.,Oshkosh,Wisconsin,United States,101-500,26-50%,NA,-88.541,44.021
Sonoco Display And Packaging,Stryków,NA,Poland,501-1000,51-75%,NA,19.587,51.877
"Meizhou Guowei Electronics Co., Ltd",Meizhou,Guangdong,China,501-1000,76-100%,NA,116.161,24.286
"Afroze Textile Industries (Pvt.), Ltd.",Karachi,Sindh,Pakistan,501-1000,0-25%,NA,67.185,25.145
"Richa & Co., ",Gurugram,Haryana,India,501-1000,0-25%,NA,77.03,28.465
"Hua Jian Electronics Co., Ltd.",Shantou,Guangdong,China,501-1000,76-100%,NA,116.678,23.356
Raj Overseas,Panipat,Haryana,India,101-500,51-75%,NA,76.977,29.391
Apache Mills ,Calhoun,Georgia,United States,501-1000,26-50%,NA,-84.614,31.531
Renwil Inc,Lasalle,Québec,Canada,0-100,51-75%,NA,-73.629,45.433
New Glass JSC,Novi Pazar,Sofia,Bulgaria,101-500,26-50%,NA,27.189,43.341
Tatra Spring Polska Sp. Z O.O.,Garwolin,NA,Poland,101-500,51-75%,NA,21.597,51.915
Cosmopolitan Industries (Pvt.) Ltd.,Dhaka,Dhaka,Bangladesh,1001+,51-75%,"Better Work, HERhealth",90.323,23.89
"Forewin (Suzhou) Electronics Co., Ltd.",Suzhou,Jiangsu,China,1001+,26-50%,NA,120.734,31.403
North America IML Containers Inc.,St Placide,Québec,Canada,0-100,0-25%,NA,-74.206,45.529
Ajuun Tex,Tirupur,Tamil Nadu,India,0-100,26-50%,NA,77.347,11.167
"Tongxiang Eco-Leap Textile Co., Ltd",Tongxiang,Zhejiang,China,101-500,51-75%,NA,120.561,30.632
Yageo Corporation (Kaohsiung),Kaohsiung,Kaohsiung,Taiwan,501-1000,51-75%,NA,120.595,31.304
"Plus Vietnam Industrial Co., Ltd.",Biên Hoà,Đồng Nai,Vietnam,1001+,51-75%,NA,106.892,10.914
Cbeeso Space Savers Llp,Bangalore,Karnataka,India,0-100,26-50%,HERhealth,77.591,12.979
Interloop Limited Hosiery ,Faisalabad,Punjab,Pakistan,1001+,0-25%,NA,73.092,31.422
"Ningbo Homelink Eco-Itech Co., Ltd.",Ningbo,Zhejiang,China,101-500,26-50%,NA,121.62,29.862
Magppie International Ltd.,Sonipat,Haryana,India,501-1000,51-75%,NA,76.932,29.053
"Jinhua Sky Talent Power Tools Co., Ltd",Jinhua,Zhejiang,China,501-1000,26-50%,NA,119.816,28.893
"Dongguan Heqin Electronic Co., LTD",Dongguan,Guangdong,China,1001+,26-50%,NA,113.747,23.044
"Jiangyin Hongliu Bedsheet Co., Ltd.",Jiangyin,Jiangsu,China,101-500,76-100%,NA,120.263,31.909
"Teraoka Seisakusho Co., Ltd.",Sano City,Tochigi Prefecture,Japan,1001+,26-50%,NA,139.579,36.317
Siward Crystal Technology Co. Ltd,Taichung City,Taichung,Taiwan,101-500,76-100%,NA,120.682,24.152
Essity Operations Poland Sp Z O.O.,Olawa,NA,Poland,501-1000,0-25%,NA,17.307,50.936
Vimal Plast (India) Pvt. Ltd. ,Noida,Uttar Pradesh,India,0-100,0-25%,NA,77.355,28.573
"Fashion Garments 2 Co., Ltd - Tan Phu Branch",Tân Phú,Hồ Chí Minh City,Vietnam,1001+,76-100%,"Better Work, HERhealth",106.63,10.781
Jinjiang Xinhuagnxing Co.Ltd,Quanzhou,Fujian,China,0-100,26-50%,NA,118.548,24.784
Dongguan Chao Ba Batteries Co Ltd,Dongguan,Guangdong,China,101-500,51-75%,NA,113.747,23.044
Pinghu Xingrong Luggage & Bag Co. Ltd.,Jiaxing,Zhejiang,China,101-500,26-50%,NA,121.012,30.678
PT. Daenong Global,Subang,West Java,Indonesia,1001+,76-100%,Better Work,107.759,-6.569
Flab International Private Limited,Gurgaon,Harayana,India,0-100,0-25%,NA,76.996,28.433
Agape Package Manufacturing (Shanghai) Ltd.,Shanghai,Shanghai,China,501-1000,51-75%,NA,121.489,31.225
"Anhui Kangfu Industrial Foreign Trade Co., Ltd",Tianchang,Anhui,China,0-100,,NA,118.999,32.668999
Amperex Technology Limited,Dongguan,Guangdong,China,1001+,26-50%,NA,113.747,23.044
Brandix Apparel Solutions Limited - Essentials,Rambukkana,Sabaragamuwa Province,Sri Lanka,1001+,76-100%,NA,80.386,7.301
"Nissinn Chemical Co., Ltd.",Ito,Wakayama,Japan,101-500,51-75%,NA,135.661,33.499
Tolsa UK,Flixborough,England,United Kingdom,0-100,0-25%,NA,-0.684,53.614
Inzex Textile Pvt Ltd ,Sonipat,Haryana,India,0-100,26-50%,NA,76.932,29.053
Taiyo Yuden (Malaysia),Kuching,Sarawak,Malaysia,1001+,26-50%,NA,110.406,1.522
"Ningbo Aolbea Oral Care Products Co., Ltd ",Ningbo,Zhejiang,China,0-100,51-75%,NA,121.62,29.862
First Quality Consumer Products - McElhattan,McElhattan,Pennsylvania,United States,501-1000,26-50%,NA,-77.361,41.16
"Liteon Power Technology (Dongguan) Co., Ltd.",Dongguan,Guangdong,China,1001+,,NA,113.747,23.044
Top Victory Electronics (Fuqing) Co. Ltd,Fuzhou,Fujian,China,101-500,51-75%,HERhealth,119.292,26.077
Simmons Pet Food,Streetsville,Ontario,Canada,101-500,26-50%,NA,-79.713,43.581
"Shanghai Gausha Accessory Co., Ltd ",Qingpu,Shanghai,China,0-100,51-75%,NA,121.114,31.154
"Changzhou Meiguan Care Products Technology Co., Ltd.",Changzhou,Jiangsu,China,0-100,76-100%,NA,119.969,31.813
"Bynsa Mascotas, S.L.",El Burgo de Ebro,Zaragoza,Spain,101-500,26-50%,NA,-0.742,41.572
Clearwater Paper,Lewiston,Idaho,United States,0-100,0-25%,NA,-117.018,46.417
Goyal Fashions Pvt. Ltd.,Jaipur,Rajasthan,India,101-500,26-50%,NA,75.82,26.916
Hung Yen Garment Corporation- Joint Stock Company,Hưng Yên,Hưng Yên,Vietnam,1001+,51-75%,Better Work,106.061,20.661
Akh Eco Apparels Ltd.,Dhaka,Dhaka,Bangladesh,1001+,26-50%,"Better Work, HERfinance",90.113,23.918
Shimokosaka Factory,Kawagoe,Saitama,Japan,101-500,51-75%,NA,139.454,35.935
Logistics Park (Pvt) Ltd,Wellampitiya,Western Province,Sri Lanka,0-100,51-75%,NA,79.896,6.937
"Oike Fine Coating, Inc.",Kurayoshi ,Tottori,Japan,501-1000,26-50%,NA,133.797,35.428
Zhong Hang Yu Ming (Anyang) Science Technology Limited,Anyang,Henan,China,101-500,26-50%,NA,114.336,36.102
Sofidel Benelux,Duffel,"Flanders, Antwerpen",Belgium,101-500,0-25%,NA,4.506,51.096
Xinxing Xianfeng Stainless Steel Production Ltd. Xincheng Branch,Yunfu,Guangdong,China,1001+,26-50%,NA,112.04,22.917
Molex Incorporated,Perai,Penang,Malaysia,101-500,26-50%,NA,100.43,5.339
"Rongli Garments Co., Ltd",Yiwu,Zhejiang,China,501-1000,51-75%,NA,120.07,29.306
Texteis Penedo SA,Guimarães,Braga,Portugal,0-100,26-50%,NA,-8.295999,41.442
"Haso Sanitary Materials (Suzhou) Co., Ltd",Taicang,Jiangsu,China,501-1000,76-100%,NA,121.171,31.566
Worldwide Tradelinks,Ludhiana,Punjab,India,101-500,0-25%,NA,75.852,30.909
KEMET (Guadalupe),Guadalupe,Nuevo Leon,Mexico,1001+,76-100%,NA,-100.186,25.647
AAC Technologies Holdings Inc. (Shenzhen),Shenzhen,Guangdong,China,101-500,26-50%,NA,114.055,22.545
Global Attire Ltd ,Dhaka,Dhaka,Bangladesh,1001+,51-75%,Better Work,90.254,23.878
"Nan Hing Knitting & Garments Co., Ltd Putian, Fujian",Putian,Fujian,China,101-500,51-75%,NA,119.007,25.434
TXC Corporation,Ningbo,Zhejiang,China,501-1000,26-50%,NA,121.62,29.862
"Dongguan Dawei Sanitary Products Co, Ltd.",Dongguan,Guangdong,China,101-500,51-75%,NA,113.747,23.044
Simula Technology Inc. (Shenzhen),Shenzhen,Guangdong,China,501-1000,76-100%,NA,114.055,22.545
Ningbo Dinghua Industrial Limited,Ningbo,Zhejiang,China,101-500,51-75%,NA,121.62,29.862
Rubinsha Exports Private Limited ,Umbergaon,Gujarat,India,0-100,0-25%,NA,72.841,20.251
Biel Crystal Manufactory Limited ,Huizhou,Guangdong,China,1001+,26-50%,NA,114.414,23.106
First Quality Consumer Products - Lewistown,Lewistown,Pennsylvania,United States,501-1000,26-50%,NA,-76.029,40.733
Ensky Technology Pte. Ltd.,Shenzhen,Guangdong,China,1001+,26-50%,NA,114.055,22.545
"Ningbo Sunny Opotech Co., Ltd.",Ningbo,Zhejiang,China,1001+,51-75%,NA,121.62,29.862
Hangzhou Amphenol Phoenix,Hangzhou,Zhejiang ,China,1001+,26-50%,NA,120.205,30.249
"Vi-Jon, Inc.  ",St. Louis,Missouri,United States,101-500,26-50%,NA,-90.199,38.627
"Dai Nippon Printing Co., Ltd. (Hiroshima-ken)",Mihara-shi ,Hiroshima,Japan,101-500,0-25%,NA,133.074999,34.404
"Zhejiang Demure Furniture Co, Ltd",Huzhou,Zhejiang,China,101-500,26-50%,NA,119.542,30.621
"Murata Electronics, Inc. (Fukui)",Awara-shi,Fukui,Japan,101-500,26-50%,NA,136.229,36.211
"Jiangsu Midea Cleaning Appliances Co., Ltd",Suzhou,Jiangsu,China,1001+,26-50%,NA,120.734,31.403
Delite Kom Ltd.,Greater Noida,Uttar Pradesh,India,0-100,0-25%,NA,77.514,28.467
Compal Information (Kunshan) co. Ltd. ,Kunshan,Jiangsu,China,501-1000,26-50%,NA,120.976,31.387
AGC Kansai (Takasago),Takasago,Hyogo,Japan,101-500,0-25%,NA,134.788,34.774
Epic Garments Manufacturing Ltd ,Narayangonj,Dhaka,Bangladesh,1001+,51-75%,NA,90.517,23.676
Shenzhen PUT MIM Factory,Shenzhen,Guangdong,China,501-1000,51-75%,NA,114.055,22.545
Simmons Pet Food,Pennsauken,New Jersey,United States,101-500,0-25%,NA,-75.058,39.956
Banta Global Turnkey Shenzhen Co Ltd,Shenzhen,Guangdong,China,101-500,76-100%,NA,114.055,22.545
"Shenzhen EverWin Precision Technology Co.,Ltd",Shenzhen,Guangdong,China,1001+,26-50%,NA,114.055,22.545
Siddharth Exports ,Noida,Uttar Pradesh,India,0-100,0-25%,NA,77.355,28.573
Durand Glass Manufacturing,Millville,New Jersey,United States,501-1000,26-50%,NA,-75.039,39.402
"Changzhou Runling Apparel Co., Ltd",Changzhou,Jiangsu,China,101-500,76-100%,NA,119.969,31.813
"Shandong Heishan Glass Group Co., Ltd",Zibo,Shandong,China,501-1000,51-75%,NA,118.044,36.805
Foshan Nanhai World Richman Technology & Innovation Co. Ltd.,Foshan,Guangdong,China,101-500,51-75%,NA,113.115,23.025
"Acrox Technologies Co., Ltd",Dongguan,Guangdong,China,101-500,26-50%,NA,113.747,23.044
"Zoy Home Furnishing Co., Ltd.",Huzhou,Zhejiang,China,501-1000,26-50%,NA,120.085,30.894
Dongguan Vigor Plastics & Electronics Products Company Ltd,Dongguan,Guangdong,China,1001+,51-75%,NA,113.747,23.044
Daishinku Corp. Tottori Production Div.,Minami,Tottori,Japan,101-500,0-25%,NA,134.207,35.422
"Fujian Dong Fang Lie Lang Clothing Weaving Co., Ltd. ",Putian,Fujian,China,1001+,26-50%,NA,119.007,25.434
Lehigh Valley,Easton,Pennsylvania,United States,101-500,26-50%,NA,-75.21,40.692
"Macronix International Co., Ltd. ",Hsin-Chu,Hsin-Chu,Taiwan,101-500,0-25%,NA,114.068,22.546
Vitaquest International LLC ,West Caldwell,New Jersey,United States,101-500,26-50%,NA,-74.302,40.841
Crescent Fashion & Design Limited,Gazipur,Dhaka,Bangladesh,1001+,26-50%,Better Work,90.423,23.998
American Pad & Paper De Mexico S. De R.L. De C.V.,Heroica Matamoros,Tamaulipas,Mexico,501-1000,26-50%,NA,-97.428,25.834
Branch Of Song Hong Garment Joint Stock Company  ,Tam Nong,Phú Thọ,Vietnam,101-500,76-100%,NA,105.23,21.307
Nmk Textile Mills (India) Pvt. Ltd.,Thane,Maharashtra,India,101-500,26-50%,NA,72.97,19.194
"H&Y Technology Co., Ltd.",Dongguan,Guangdong,China,0-100,26-50%,NA,113.747,23.044
IVC  International Vitamin Corporation (Delavau LLC),Philadelphia,Pennsylvania,United States,101-500,0-25%,NA,-75.164,39.953
Nice-Pak Deutschland GmbH,Osterweddingen,Sülzetal,Germany,101-500,26-50%,NA,11.577,52.055
"STMicroelectronics, Inc. (Shenzhen, China)",Shenzhen,Guangdong,China,1001+,0-25%,NA,114.055,22.545
Huizhou Nanxuan Knitting Factory Limited,Huizhou,Guangdong,China,501-1000,51-75%,NA,114.414,23.106
Royal Pet,St. Paul,Minnesota,United States,0-100,51-75%,NA,-93.102,44.95
"Huilin Packing Dongguan Co., Ltd.",Dongguan,Guangdong,China,501-1000,26-50%,NA,111.548,23.521
Nexperia Malaysia Sdn. Bhd.,Seremban,Negeri Sembilan,Malaysia,1001+,51-75%,NA,101.934,2.725
Zhongshan Zen Factory Ltd,Dongguan,Guangdong,China,101-500,51-75%,NA,113.747,23.044
"Electrical Appliance Branch - Zhangzhou Easepal Industrial Co., Ltd",Zhangzhou,Fujian,China,101-500,51-75%,NA,117.409,24.406
"Guangdong Everwin Precision Technology Co.,Ltd (Plastic Branch)",Dongguan,Guangdong,China,101-500,26-50%,NA,113.747,23.044
Dongguan Shengbao Footwear,Dongguan,Guangdong,China,101-500,26-50%,NA,113.747,23.044
Kwun Tong Apparels Ltd,Narayangonj,Dhaka,Bangladesh,1001+,51-75%,"HERhealth, HERfinance ",90.6,23.819
Tops Products Covington,Covington,Georgia,United States,101-500,76-100%,NA,-83.86,33.597
Ensky Technology (HengYang),Hengyang,Hunan,China,1001+,51-75%,NA,112.606,26.902
Asba Products,New Delhi,Delhi,India,0-100,0-25%,NA,77.123,28.626
"Fashion Garments Co., Ltd",Tam Kỳ,Quang Nam,Vietnam,1001+,76-100%,Better Work,108.5,15.576
Ideal Technology Company Limited Dongguan Branch,Dongguan,Guangdong,China,101-500,26-50%,NA,113.747,23.044
Mcpp Netherlands B.V.,Helmond,Noord-Brabant,Netherlands,0-100,26-50%,NA,5.656,51.479
Gaomi Monyuan Home Fashions Ltd,Gaomi,Shandong,China,1001+,51-75%,NA,119.801,36.365
Shanghai Kaihong Electronic Company,Shanghai,Shanghai,China,1001+,51-75%,NA,121.489,31.225
Aztech Communication Device (DG) Ltd,Dongguan,Guangdong,China,501-1000,26-50%,NA,113.747,23.044
